04/26-17:39:16.125981 ,1,10004,0,"***Alert! SMURF ATTACK : POSSIBLE ICMP FlOODUSING SPOOFED BROADCAST PING MESSAGES***",ICMP,192.168.1.4,,192.168.1.6,,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x62,,,,,,64,0,59186,84,86016,8,0,8878,1000
04/26-17:39:28.086264 ,1,10004,0,"***Alert! SMURF ATTACK : POSSIBLE ICMP FlOODUSING SPOOFED BROADCAST PING MESSAGES***",ICMP,192.168.1.4,,192.168.1.6,,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x62,,,,,,64,0,61157,84,86016,8,0,8878,2000
04/26-17:43:23.616078 ,1,10004,0,"***Alert! SMURF ATTACK : POSSIBLE ICMP FlOODUSING SPOOFED BROADCAST PING MESSAGES***",ICMP,192.168.1.4,,192.168.1.6,,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x62,,,,,,64,0,611,84,86016,8,0,9012,1000
04/26-17:43:35.570869 ,1,10004,0,"***Alert! SMURF ATTACK : POSSIBLE ICMP FlOODUSING SPOOFED BROADCAST PING MESSAGES***",ICMP,192.168.1.4,,192.168.1.6,,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x62,,,,,,64,0,2675,84,86016,8,0,9012,2000
04/26-19:59:34.773670 ,1,607,5,"RSERVICES rsh bin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x4A,***A**S*,0xA6CD69F9,0x2C82351E,,0x15F8,64,0,0,60,61440,,,,
04/26-19:59:34.774788 ,1,607,5,"RSERVICES rsh bin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A****,0xA6CD69FA,0x2C82351F,,0x58,64,0,33034,52,53248,,,,
04/26-19:59:34.775210 ,1,607,5,"RSERVICES rsh bin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A****,0xA6CD69FA,0x2C823540,,0x58,64,0,33035,52,53248,,,,
04/26-19:59:36.788404 ,1,607,5,"RSERVICES rsh bin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A***F,0xA6CD6A8D,0x2C823552,,0x58,64,16,33047,52,53248,,,,
04/26-19:59:36.790292 ,1,607,5,"RSERVICES rsh bin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A****,0xA6CD6A8E,0x2C823553,,0x58,64,16,33048,52,53248,,,,
04/27-09:34:13.501591 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x4A,***A**S*,0x17091C45,0xFD403F9E,,0x15F8,64,0,0,60,61440,,,,
04/27-09:34:13.502438 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A****,0x17091C46,0xFD403F9F,,0x58,64,0,25004,52,53248,,,,
04/27-09:34:13.502969 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A****,0x17091C46,0xFD403FC0,,0x58,64,0,25005,52,53248,,,,
04/27-09:34:13.579473 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A****,0x17091CA0,0xFD403FCC,,0x58,64,16,25009,52,53248,,,,
04/27-09:34:17.452524 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A***F,0x17091CE5,0xFD403FD4,,0x58,64,16,25021,52,53248,,,,
04/27-09:34:17.454577 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.5,513,192.168.1.4,1023,FA:16:3E:3E:88:6F,FA:16:3E:07:7D:DA,0x42,***A****,0x17091CE6,0xFD403FD5,,0x58,64,16,25022,52,53248,,,,
04/27-09:55:42.536614 ,1,10000,0,"***Alert! DOS LAND ATTACK : POSSIBLE SYN FLOOD FROM SPOOFED IP ADDRESSES***",TCP,192.168.1.4,2980,192.168.1.6,8000,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,******S*,0x206BB46A,0x2B7D2691,,0x200,64,0,22578,40,40960,,,,
04/27-09:55:52.072725 ,1,10000,0,"***Alert! DOS LAND ATTACK : POSSIBLE SYN FLOOD FROM SPOOFED IP ADDRESSES***",TCP,192.168.1.4,2840,192.168.1.6,8000,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,******S*,0x1DE583B7,0x749EC87D,,0x200,64,0,43304,40,40960,,,,
04/27-09:56:02.929603 ,1,10000,0,"***Alert! DOS LAND ATTACK : POSSIBLE SYN FLOOD FROM SPOOFED IP ADDRESSES***",TCP,192.168.1.4,2267,192.168.1.6,8000,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,******S*,0x2AC576FE,0x3996CAE7,,0x200,64,0,55851,40,40960,,,,
04/27-09:56:39.378908 ,1,10000,0,"***Alert! DOS LAND ATTACK : POSSIBLE SYN FLOOD FROM SPOOFED IP ADDRESSES***",TCP,192.168.1.4,2762,192.168.1.6,8000,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,******S*,0x26AADDDC,0x19C919CC,,0x200,64,0,10258,40,40960,,,,
04/27-11:16:39.839348 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x4A,***A**S*,0xA53054FB,0xA12C5879,,0x15F8,64,0,0,60,61440,,,,
04/27-11:16:39.840674 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x42,***A****,0xA53054FC,0xA12C587A,,0x58,64,0,14522,52,53248,,,,
04/27-11:16:39.841407 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x42,***A****,0xA53054FC,0xA12C5894,,0x58,64,0,14523,52,53248,,,,
04/27-11:16:39.882894 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x43,***AP***,0xA53054FC,0xA12C5894,,0x58,64,16,14524,53,54272,,,,
04/27-11:16:39.903069 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x43,**UAP***,0xA53054FD,0xA12C5894,,0x58,64,16,14525,53,54272,,,,
04/27-11:16:39.903133 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x24E,***AP***,0xA53054FE,0xA12C5894,,0x58,64,16,14526,576,65544,,,,
04/27-11:16:39.909705 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x42,***A****,0xA530570A,0xA12C58A0,,0x58,64,16,14527,52,53248,,,,
04/27-11:16:39.919952 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x59,***AP***,0xA530570A,0xA12C58A0,,0x58,64,16,14528,75,76800,,,,
04/27-11:16:41.450412 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x43,***AP***,0xA5305721,0xA12C58A1,,0x58,64,16,14529,53,54272,,,,
04/27-11:16:41.634395 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x43,***AP***,0xA5305722,0xA12C58A2,,0x58,64,16,14530,53,54272,,,,
04/27-11:16:41.753659 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x43,***AP***,0xA5305723,0xA12C58A3,,0x58,64,16,14531,53,54272,,,,
04/27-11:16:41.906331 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x43,***AP***,0xA5305724,0xA12C58A4,,0x58,64,16,14532,53,54272,,,,
04/27-11:16:42.017867 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x43,***AP***,0xA5305725,0xA12C58A5,,0x58,64,16,14533,53,54272,,,,
04/27-11:16:42.161489 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x44,***AP***,0xA5305726,0xA12C58A6,,0x58,64,16,14534,54,55296,,,,
04/27-11:16:42.162328 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x4A,***AP***,0xA5305728,0xA12C58A6,,0x58,64,16,14535,60,61440,,,,
04/27-11:16:42.163476 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x42,***A***F,0xA5305730,0xA12C58A6,,0x58,64,16,14536,52,53248,,,,
04/27-11:16:42.165220 ,1,601,6,"RSERVICES rlogin",TCP,192.168.1.12,513,192.168.1.5,1023,FA:16:3E:F4:79:10,FA:16:3E:3E:88:6F,0x42,***A****,0xA5305731,0xA12C58A7,,0x58,64,16,14537,52,53248,,,,
04/27-12:30:40.678468 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,3389,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,59,0,9915,40,40960,,,,
04/27-12:30:40.678520 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,111,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,55,0,4602,40,40960,,,,
04/27-12:30:40.678545 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,993,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,57,0,64457,40,40960,,,,
04/27-12:30:40.678580 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,53,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,41,0,61268,40,40960,,,,
04/27-12:30:40.678603 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,113,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,43,0,20207,40,40960,,,,
04/27-12:30:40.678626 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,143,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,59,0,65195,40,40960,,,,
04/27-12:30:40.678657 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,3306,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,45,0,22833,40,40960,,,,
04/27-12:30:40.678678 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,8080,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,55,0,40725,40,40960,,,,
04/27-12:30:40.678700 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,256,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,37,0,10530,40,40960,,,,
04/27-12:30:40.678717 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,21,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,39,0,20427,40,40960,,,,
04/27-12:30:41.779372 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50788,192.168.1.6,21,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8C23F6,0x0,,0x400,43,0,61637,40,40960,,,,
04/27-12:30:41.779454 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50788,192.168.1.6,256,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8C23F6,0x0,,0x400,45,0,57451,40,40960,,,,
04/27-12:30:41.779473 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50788,192.168.1.6,143,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8C23F6,0x0,,0x400,40,0,44534,40,40960,,,,
04/27-12:30:41.779496 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50788,192.168.1.6,113,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8C23F6,0x0,,0x400,46,0,65502,40,40960,,,,
04/27-12:30:41.779515 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,1723,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,38,0,45954,40,40960,,,,
04/27-12:30:41.779533 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,25,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,54,0,9837,40,40960,,,,
04/27-12:30:41.779552 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,23,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,55,0,15603,40,40960,,,,
04/27-12:30:41.779570 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,8888,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,55,0,50453,40,40960,,,,
04/27-12:30:41.779588 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,110,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,38,0,8549,40,40960,,,,
04/27-12:30:41.779612 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,80,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,50,0,30882,40,40960,,,,
04/27-12:30:41.779631 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,139,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,40,0,12497,40,40960,,,,
04/27-12:30:41.779649 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,1720,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,50,0,16214,40,40960,,,,
04/27-12:30:41.779665 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,135,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,43,0,39121,40,40960,,,,
04/27-12:30:41.779680 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,587,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,49,0,59922,40,40960,,,,
04/27-12:30:41.779695 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,443,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,48,0,46860,40,40960,,,,
04/27-12:30:41.779710 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,995,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,41,0,12380,40,40960,,,,
04/27-12:30:41.779725 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,5900,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,52,0,24275,40,40960,,,,
04/27-12:30:41.779740 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,445,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,52,0,43519,40,40960,,,,
04/27-12:30:41.779754 ,1,1228,7,"SCAN nmap XMAS",TCP,192.168.1.4,50787,192.168.1.6,22,FA:16:3E:07:7D:DA,FA:16:3E:B1:11:55,0x36,**U*P**F,0x2C8D23F7,0x0,,0x400,49,0,49712,40,40960,,,,
