"id","user_id","task_id","finished","time_spent","update_time","grade","feedback"
"404","4826","110","1","NULL","2018-11-30 11:31:30","0","NULL"
"405","4836","112","1","NULL","2018-11-30 11:32:04","0","NULL"
"406","4826","112","1","NULL","2018-11-30 11:32:04","0","NULL"
"407","4833","111","1","NULL","2018-11-30 12:19:15","60",""
"408","4774","110","1","NULL","2018-11-30 12:34:59","0","NULL"
"409","4324","104","1","NULL","2018-11-30 15:46:44","50",""
"410","4324","105","1","NULL","2018-11-30 15:46:44","50",""
"411","4783","110","1","NULL","2018-11-30 16:25:06","0","NULL"
"412","4781","111","1","NULL","2018-11-30 19:41:58","60",""
"413","4808","111","1","NULL","2018-11-30 19:41:59","60",""
"414","4774","112","1","NULL","2018-11-30 20:02:45","0","NULL"
"415","4791","110","1","NULL","2018-11-30 20:23:06","0","NULL"
"416","4791","112","1","NULL","2018-11-30 20:23:09","0","NULL"
"417","4763","111","1","NULL","2018-11-30 21:02:35","60",""
"418","4763","110","1","NULL","2018-11-30 21:03:45","0","NULL"
"419","4763","112","1","NULL","2018-11-30 21:03:48","0","NULL"
"420","4814","111","1","NULL","2018-11-30 21:45:17","60",""
"421","4782","111","1","NULL","2018-11-30 22:48:16","60",""
"422","4782","110","1","NULL","2018-11-30 22:52:42","0","NULL"
"423","4262","111","1","NULL","2018-12-01 02:37:48","60",""
"424","4262","110","1","NULL","2018-12-01 05:51:41","0","NULL"
"425","4262","112","1","NULL","2018-12-01 06:01:09","0","NULL"
"426","4786","111","1","NULL","2018-12-01 09:12:54","60",""
"427","4800","110","1","NULL","2018-12-01 11:01:55","0","NULL"
"428","4800","112","1","NULL","2018-12-01 11:02:00","0","NULL"
"429","4787","111","1","NULL","2018-12-01 18:29:28","60",""
"430","4821","110","1","NULL","2018-12-01 20:06:24","0","NULL"
"431","4785","111","1","NULL","2018-12-01 20:12:37","59",""
"432","4785","110","1","NULL","2018-12-01 20:15:47","0","NULL"
"433","4821","112","1","NULL","2018-12-01 20:22:58","0","NULL"
"434","4821","111","1","NULL","2018-12-01 20:23:07","59",""
"435","4782","112","1","NULL","2018-12-01 21:24:32","0","NULL"
"436","4784","110","1","NULL","2018-12-01 21:28:25","0","NULL"
"437","4784","112","1","NULL","2018-12-01 21:28:31","0","NULL"
"438","4785","112","1","NULL","2018-12-01 21:29:34","0","NULL"
"439","4824","111","1","NULL","2018-12-02 03:43:51","60",""
"440","4806","111","1","NULL","2018-12-02 07:55:54","60",""
"441","4806","110","1","NULL","2018-12-02 08:00:09","0","NULL"
"442","4805","111","1","NULL","2018-12-02 09:55:32","60",""
"443","4805","110","1","NULL","2018-12-02 10:22:42","0","NULL"
"444","4812","111","1","NULL","2018-12-02 12:43:32","60",""
"445","4843","111","1","NULL","2018-12-02 13:59:49","60",""
"446","4790","110","1","NULL","2018-12-02 14:13:05","0","NULL"
"447","4809","111","1","NULL","2018-12-02 14:22:36","60",""
"448","4695","110","1","NULL","2018-12-02 14:55:31","0","NULL"
"449","4695","112","1","NULL","2018-12-02 14:55:41","0","NULL"
"450","4695","111","1","NULL","2018-12-02 14:56:27","60",""
"451","4830","110","1","NULL","2018-12-02 15:43:32","0","NULL"
"452","4830","112","1","NULL","2018-12-02 15:55:36","0","NULL"
"453","3856","110","1","NULL","2018-12-02 15:56:36","0","NULL"
"454","4781","110","1","NULL","2018-12-02 16:27:30","0","NULL"
"455","4807","111","1","NULL","2018-12-02 16:47:22","60",""
"456","4807","110","1","NULL","2018-12-02 16:48:24","0","NULL"
"457","4807","112","1","NULL","2018-12-02 16:48:33","0","NULL"
"458","4817","110","1","NULL","2018-12-02 16:51:55","0","NULL"
"459","4817","111","1","NULL","2018-12-02 16:53:17","59",""
"460","4817","112","1","NULL","2018-12-02 16:53:24","0","NULL"
"461","2964","110","1","NULL","2018-12-02 17:02:29","0","NULL"
"462","4802","110","1","NULL","2018-12-02 17:04:48","0","NULL"
"463","4802","111","1","NULL","2018-12-02 17:05:01","60",""
"464","4802","112","1","NULL","2018-12-02 17:05:17","0","NULL"
"465","4822","110","1","NULL","2018-12-02 17:11:37","0","NULL"
"466","4822","112","1","NULL","2018-12-02 17:11:45","0","NULL"
"467","4792","110","1","NULL","2018-12-02 17:42:41","0","NULL"
"468","4783","112","1","NULL","2018-12-02 17:56:36","0","NULL"
"469","4790","112","1","NULL","2018-12-02 18:03:25","0","NULL"
"470","4790","111","1","NULL","2018-12-02 18:03:31","60",""
"471","2964","112","1","NULL","2018-12-02 18:06:25","0","NULL"
"472","4824","110","1","NULL","2018-12-02 18:20:53","0","NULL"
"473","4789","110","1","NULL","2018-12-02 18:29:24","0","NULL"
"474","4816","110","1","NULL","2018-12-02 18:46:51","0","NULL"
"475","4823","111","1","NULL","2018-12-02 18:48:15","60",""
"476","4818","111","1","NULL","2018-12-02 18:59:29","59",""
"477","4793","111","1","NULL","2018-12-02 19:35:03","60",""
"478","4823","110","1","NULL","2018-12-02 19:55:59","0","NULL"
"479","4823","112","1","NULL","2018-12-02 19:56:03","0","NULL"
"480","4815","110","1","NULL","2018-12-02 20:08:50","0","NULL"
"481","4837","110","1","NULL","2018-12-02 20:09:08","0","NULL"
"482","4837","112","1","NULL","2018-12-02 20:09:11","0","NULL"
"483","4815","111","1","NULL","2018-12-02 20:09:45","60",""
"484","4804","110","1","NULL","2018-12-02 20:10:01","0","NULL"
"485","4804","112","1","NULL","2018-12-02 20:10:20","0","NULL"
"486","4832","110","1","NULL","2018-12-02 20:10:36","0","NULL"
"487","4832","112","1","NULL","2018-12-02 20:11:16","0","NULL"
"488","4843","110","1","NULL","2018-12-02 20:19:08","0","NULL"
"489","4815","112","1","NULL","2018-12-02 20:22:28","0","NULL"
"490","4788","111","1","NULL","2018-12-02 20:30:47","60",""
"491","4794","110","1","NULL","2018-12-02 20:35:29","0","NULL"
"492","4794","111","1","NULL","2018-12-02 20:37:39","60",""
"493","4794","112","1","NULL","2018-12-02 20:38:00","0","NULL"
"494","4827","111","1","NULL","2018-12-02 20:38:51","60",""
"495","4796","111","1","NULL","2018-12-02 20:39:05","59",""
"496","4816","111","1","NULL","2018-12-02 20:40:09","60",""
"497","4816","112","1","NULL","2018-12-02 20:40:25","0","NULL"
"498","4827","110","1","NULL","2018-12-02 20:40:45","0","NULL"
"499","4827","112","1","NULL","2018-12-02 20:40:51","0","NULL"
"500","4798","110","1","NULL","2018-12-02 20:43:25","0","NULL"
"501","4796","110","1","NULL","2018-12-02 20:47:29","0","NULL"
"502","4796","112","1","NULL","2018-12-02 20:48:58","0","NULL"
"503","4787","110","1","NULL","2018-12-02 20:49:20","0","NULL"
"504","4798","112","1","NULL","2018-12-02 20:49:25","0","NULL"
"505","4787","112","1","NULL","2018-12-02 20:49:29","0","NULL"
"506","4812","110","1","NULL","2018-12-02 20:52:20","0","NULL"
"507","4812","112","1","NULL","2018-12-02 20:52:25","0","NULL"
"508","4324","111","1","NULL","2018-12-02 20:56:54","60",""
"509","4824","112","1","NULL","2018-12-02 21:01:51","0","NULL"
"510","4844","110","1","NULL","2018-12-02 21:11:45","0","NULL"
"511","4825","110","1","NULL","2018-12-02 21:33:14","0","NULL"
"512","4825","111","1","NULL","2018-12-02 21:34:07","60",""
"513","4825","112","1","NULL","2018-12-02 21:34:35","0","NULL"
"514","4843","112","1","NULL","2018-12-02 21:36:31","0","NULL"
"515","4809","110","1","NULL","2018-12-02 21:37:33","0","NULL"
"516","4809","112","1","NULL","2018-12-02 21:38:55","0","NULL"
"517","4829","110","1","NULL","2018-12-02 21:55:12","0","NULL"
"518","4829","112","1","NULL","2018-12-02 21:55:17","0","NULL"
"519","4780","110","1","NULL","2018-12-02 22:07:42","0","NULL"
"520","4762","110","1","NULL","2018-12-02 22:07:49","0","NULL"
"521","3856","111","1","NULL","2018-12-02 22:12:41","60",""
"522","3856","112","1","NULL","2018-12-02 22:13:07","0","NULL"
"523","4780","112","1","NULL","2018-12-02 22:13:39","0","NULL"
"524","4803","110","1","NULL","2018-12-02 22:13:57","0","NULL"
"525","4781","112","1","NULL","2018-12-02 22:20:53","0","NULL"
"526","4786","110","1","NULL","2018-12-02 22:43:37","0","NULL"
"527","4786","112","1","NULL","2018-12-02 22:44:01","0","NULL"
"528","4839","111","1","NULL","2018-12-02 22:47:37","60",""
"529","4806","112","1","NULL","2018-12-02 22:47:40","0","NULL"
"530","4844","112","1","NULL","2018-12-02 22:47:41","0","NULL"
"531","4799","111","1","NULL","2018-12-02 22:47:50","60",""
"532","4839","110","1","NULL","2018-12-02 22:48:07","0","NULL"
"533","4839","112","1","NULL","2018-12-02 22:48:11","0","NULL"
"534","4819","111","1","NULL","2018-12-02 22:48:42","60",""
"535","4789","112","1","NULL","2018-12-02 22:48:50","0","NULL"
"536","4799","110","1","NULL","2018-12-02 22:49:56","0","NULL"
"537","4799","112","1","NULL","2018-12-02 22:50:35","0","NULL"
"538","4792","112","1","NULL","2018-12-02 22:50:40","0","NULL"
"539","4819","110","1","NULL","2018-12-02 22:51:29","0","NULL"
"540","4819","112","1","NULL","2018-12-02 22:51:31","0","NULL"
"541","4324","110","1","NULL","2018-12-02 22:52:45","0","NULL"
"542","4324","112","1","NULL","2018-12-02 22:53:05","0","NULL"
"543","4811","110","1","NULL","2018-12-02 22:56:06","0","NULL"
"544","4788","110","1","NULL","2018-12-02 22:57:22","0","NULL"
"545","4788","112","1","NULL","2018-12-02 22:57:38","0","NULL"
"546","4793","110","1","NULL","2018-12-02 22:59:39","0","NULL"
"547","4805","112","1","NULL","2018-12-02 23:00:22","0","NULL"
"548","4793","112","1","NULL","2018-12-02 23:00:32","0","NULL"
"549","4797","110","1","NULL","2018-12-02 23:06:20","0","NULL"
"550","4797","111","1","NULL","2018-12-02 23:06:32","60",""
"551","4797","112","1","NULL","2018-12-02 23:06:41","0","NULL"
"552","4811","111","1","NULL","2018-12-02 23:11:49","60",""
"553","4811","112","1","NULL","2018-12-02 23:12:05","0","NULL"
"554","4833","110","1","NULL","2018-12-02 23:22:53","0","NULL"
"555","4833","112","1","NULL","2018-12-02 23:23:03","0","NULL"
"556","4818","110","1","NULL","2018-12-02 23:34:36","0","NULL"
"557","4801","110","1","NULL","2018-12-02 23:35:38","0","NULL"
"558","4801","112","1","NULL","2018-12-02 23:36:51","0","NULL"
"559","4818","112","1","NULL","2018-12-02 23:36:51","0","NULL"
"560","4842","111","1","NULL","2018-12-03 11:37:51","60",""
"561","4842","112","1","NULL","2018-12-03 11:38:02","0","NULL"
"562","4780","111","1","NULL","2018-12-04 06:23:39","60",""
"563","4835","111","1","NULL","2018-12-04 08:09:35","0","NULL"
"564","4835","112","1","NULL","2018-12-04 08:09:35","0","NULL"
"565","4786","105","1","NULL","2018-12-04 08:12:09","50",""
"566","4764","105","1","NULL","2018-12-04 23:23:16","50",""
"567","4764","111","1","NULL","2018-12-04 23:23:41","60",""
"568","4803","111","1","NULL","2018-12-04 23:28:01","60",""
