"id","model_id","model_type","collection_name","name","file_name","mime_type","disk","size","manipulations","custom_properties","order_column","created_at","updated_at"
"156","2683","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","1052","[]","[]","154","2018-10-27 05:52:53","2018-10-27 05:52:53"
"157","2684","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","1352","[]","[]","155","2018-10-27 05:53:36","2018-10-27 05:53:36"
"158","2685","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","405","[]","[]","156","2018-10-27 05:58:25","2018-10-27 05:58:25"
"159","2687","App\\UserSubtaskSubmission","submissions","IMG_0994","IMG_0994.JPEG","image/jpeg","ceph-submission","576085","[]","[]","157","2018-10-27 05:59:53","2018-10-27 05:59:53"
"160","2689","App\\UserSubtaskSubmission","submissions","IMG_0994","IMG_0994.JPEG","image/jpeg","ceph-submission","576085","[]","[]","158","2018-10-27 06:00:25","2018-10-27 06:00:25"
"161","2692","App\\UserSubtaskSubmission","submissions","ReadMe","ReadMe.txt","text/plain","ceph-submission","40","[]","[]","159","2018-10-27 06:01:51","2018-10-27 06:01:51"
"162","2694","App\\UserSubtaskSubmission","submissions","Firewall_Script","Firewall_Script.txt","text/x-shellscript","ceph-submission","1641","[]","[]","160","2018-10-27 06:02:58","2018-10-27 06:02:58"
"163","2696","App\\UserSubtaskSubmission","submissions","scan","scan.py","text/x-fortran","ceph-submission","1024","[]","[]","161","2018-10-27 06:05:25","2018-10-27 06:05:25"
"164","2698","App\\UserSubtaskSubmission","submissions","code","code.txt","text/x-shellscript","ceph-submission","1080","[]","[]","162","2018-10-27 06:06:11","2018-10-27 06:06:11"
"165","2699","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","214","[]","[]","163","2018-10-27 06:08:04","2018-10-27 06:08:04"
"166","2700","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/rtf","ceph-submission","2798","[]","[]","164","2018-10-27 06:10:31","2018-10-27 06:10:31"
"167","2704","App\\UserSubtaskSubmission","submissions","task3","task3.sh","text/x-shellscript","ceph-submission","576","[]","[]","165","2018-10-27 06:16:56","2018-10-27 06:16:56"
"168","2706","App\\UserSubtaskSubmission","submissions","portscanner","portscanner.py","text/plain","ceph-submission","3896","[]","[]","166","2018-10-27 06:17:36","2018-10-27 06:17:36"
"169","2708","App\\UserSubtaskSubmission","submissions","README","README.txt","text/plain","ceph-submission","150","[]","[]","167","2018-10-27 06:20:11","2018-10-27 06:20:11"
"170","2709","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","241","[]","[]","168","2018-10-27 06:21:06","2018-10-27 06:21:06"
"171","2730","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","277","[]","[]","169","2018-10-27 06:31:48","2018-10-27 06:31:48"
"172","2732","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","245","[]","[]","170","2018-10-27 06:33:34","2018-10-27 06:33:34"
"173","2733","App\\UserSubtaskSubmission","submissions","run","run.sh","text/plain","ceph-submission","686","[]","[]","171","2018-10-27 06:34:31","2018-10-27 06:34:31"
"174","2735","App\\UserSubtaskSubmission","submissions","scantool","scantool.sh","text/x-shellscript","ceph-submission","4826","[]","[]","172","2018-10-27 06:35:13","2018-10-27 06:35:13"
"175","2736","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","949","[]","[]","173","2018-10-27 06:35:49","2018-10-27 06:35:49"
"176","2737","App\\UserSubtaskSubmission","submissions","scantool","scantool.sh","text/x-shellscript","ceph-submission","4826","[]","[]","174","2018-10-27 06:36:43","2018-10-27 06:36:43"
"177","2741","App\\UserSubtaskSubmission","submissions","README","README.md","text/plain","ceph-submission","645","[]","[]","175","2018-10-27 06:38:27","2018-10-27 06:38:27"
"178","2743","App\\UserSubtaskSubmission","submissions","nmap_script","nmap_script.sh","text/x-shellscript","ceph-submission","749","[]","[]","176","2018-10-27 06:39:19","2018-10-27 06:39:19"
"179","2744","App\\UserSubtaskSubmission","submissions","portscan","portscan.sh","text/plain","ceph-submission","183","[]","[]","177","2018-10-27 06:39:23","2018-10-27 06:39:23"
"180","2746","App\\UserSubtaskSubmission","submissions","Capture","Capture.PNG","image/png","ceph-submission","462971","[]","[]","178","2018-10-27 06:39:48","2018-10-27 06:39:48"
"181","2750","App\\UserSubtaskSubmission","submissions","portscanner","portscanner.py","text/plain","ceph-submission","3996","[]","[]","179","2018-10-27 06:40:27","2018-10-27 06:40:27"
"182","2751","App\\UserSubtaskSubmission","submissions","test","test.sh","text/plain","ceph-submission","1109","[]","[]","180","2018-10-27 06:40:51","2018-10-27 06:40:51"
"183","2753","App\\UserSubtaskSubmission","submissions","README","README.txt","text/plain","ceph-submission","197","[]","[]","181","2018-10-27 06:42:37","2018-10-27 06:42:37"
"184","2757","App\\UserSubtaskSubmission","submissions","firewall_nmap_test","firewall_nmap_test.sh","text/plain","ceph-submission","1437","[]","[]","182","2018-10-27 06:46:57","2018-10-27 06:46:57"
"185","2761","App\\UserSubtaskSubmission","submissions","pentest","pentest.sh","text/x-shellscript","ceph-submission","1228","[]","[]","183","2018-10-27 06:52:17","2018-10-27 06:52:17"
"186","2763","App\\UserSubtaskSubmission","submissions","readme","readme.txt","text/plain","ceph-submission","1202","[]","[]","184","2018-10-27 06:53:53","2018-10-27 06:53:53"
"187","2775","App\\UserSubtaskSubmission","submissions","nmap-automation","nmap-automation.sh","text/x-shellscript","ceph-submission","1814","[]","[]","185","2018-10-29 18:14:55","2018-10-29 18:14:55"
"188","2776","App\\UserSubtaskSubmission","submissions","nmap-automation.readme","nmap-automation.readme.txt","text/plain","ceph-submission","1193","[]","[]","186","2018-10-29 18:15:33","2018-10-29 18:15:33"
"190","4878","App\\User","avatars","sausagethumb","sausagethumb.jpg","image/jpeg","ceph-avatar","89554","[]","[]","187","2018-11-02 19:09:06","2018-11-02 19:09:06"
"191","4068","App\\UserSubtaskSubmission","submissions","fig22","fig22.png","image/png","ceph-submission","6895","[]","[]","188","2018-11-24 21:49:03","2018-11-24 21:49:03"
"192","4130","App\\UserSubtaskSubmission","submissions","Sarah_pentestlog_temp","Sarah_pentestlog_temp.pdf","application/pdf","ceph-submission","29798","[]","[]","189","2018-11-26 03:39:14","2018-11-26 03:39:14"
"193","4133","App\\UserSubtaskSubmission","submissions","Sarah_pentestlog_temp(1)","Sarah_pentestlog_temp(1).pdf","application/pdf","ceph-submission","29833","[]","[]","190","2018-11-26 03:48:07","2018-11-26 03:48:07"
"194","4175","App\\UserSubtaskSubmission","submissions","CAITKEN_LOG","CAITKEN_LOG.docx","application/octet-stream","ceph-submission","10594","[]","[]","191","2018-11-27 07:39:14","2018-11-27 07:39:14"
"195","4313","App\\UserSubtaskSubmission","submissions","Log_File_Jonathan_Proctor","Log_File_Jonathan_Proctor.docx","application/octet-stream","ceph-submission","5828","[]","[]","192","2018-11-29 03:07:28","2018-11-29 03:07:28"
"196","4327","App\\UserSubtaskSubmission","submissions","bhornsbyPenTestLog","bhornsbyPenTestLog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14654","[]","[]","193","2018-11-29 05:20:34","2018-11-29 05:20:34"
"197","4334","App\\UserSubtaskSubmission","submissions","Sarah_pentestlog_temp","Sarah_pentestlog_temp.pdf","application/pdf","ceph-submission","101996","[]","[]","194","2018-11-29 08:53:14","2018-11-29 08:53:14"
"198","4364","App\\UserSubtaskSubmission","submissions","pentestlog_asnou","pentestlog_asnou.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14164","[]","[]","195","2018-11-29 20:33:42","2018-11-29 20:33:42"
"199","4366","App\\UserSubtaskSubmission","submissions","pentestlog_Joseph_Tate","pentestlog_Joseph_Tate.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14801","[]","[]","196","2018-11-29 20:53:08","2018-11-29 20:53:08"
"200","4388","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16443","[]","[]","197","2018-11-30 01:29:13","2018-11-30 01:29:13"
"201","4389","App\\UserSubtaskSubmission","submissions","pentestlog","pentestlog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16788","[]","[]","198","2018-11-30 01:32:14","2018-11-30 01:32:14"
"202","4392","App\\UserSubtaskSubmission","submissions","pentestlog","pentestlog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16443","[]","[]","199","2018-11-30 01:48:23","2018-11-30 01:48:23"
"203","4394","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.pdf","application/pdf","ceph-submission","132635","[]","[]","200","2018-11-30 01:51:56","2018-11-30 01:51:56"
"204","4397","App\\UserSubtaskSubmission","submissions","Richard Duarte PenTest Log","Richard Duarte PenTest Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15043","[]","[]","201","2018-11-30 03:11:06","2018-11-30 03:11:06"
"205","4404","App\\UserSubtaskSubmission","submissions","Richard Duarte PenTest Log","Richard Duarte PenTest Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15354","[]","[]","202","2018-11-30 03:26:12","2018-11-30 03:26:12"
"206","4441","App\\UserSubtaskSubmission","submissions","Sarah_pentestlog_final","Sarah_pentestlog_final.pdf","application/pdf","ceph-submission","103073","[]","[]","203","2018-11-30 09:05:53","2018-11-30 09:05:53"
"207","4442","App\\UserSubtaskSubmission","submissions","Sarah_pentestlog_final","Sarah_pentestlog_final.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16704","[]","[]","204","2018-11-30 09:14:39","2018-11-30 09:14:39"
"208","4450","App\\UserSubtaskSubmission","submissions","Fame Bank Pentest","Fame Bank Pentest.pptx","application/zip","ceph-submission","368635","[]","[]","205","2018-11-30 18:27:06","2018-11-30 18:27:06"
"209","4451","App\\UserSubtaskSubmission","submissions","CSE468 Group Project","CSE468 Group Project.pdf","application/pdf","ceph-submission","166200","[]","[]","206","2018-11-30 18:28:06","2018-11-30 18:28:06"
"210","4464","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14714","[]","[]","207","2018-11-30 19:32:32","2018-11-30 19:32:32"
"211","4466","App\\UserSubtaskSubmission","submissions","pentestlog_NestorCasillas","pentestlog_NestorCasillas.pdf","application/pdf","ceph-submission","25557","[]","[]","208","2018-11-30 19:35:08","2018-11-30 19:35:08"
"212","4500","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14014","[]","[]","209","2018-11-30 23:17:02","2018-11-30 23:17:02"
"213","4503","App\\UserSubtaskSubmission","submissions","Ethan_pentestlog_temp","Ethan_pentestlog_temp.pdf","application/pdf","ceph-submission","29309","[]","[]","210","2018-12-01 00:28:54","2018-12-01 00:28:54"
"214","4504","App\\UserSubtaskSubmission","submissions","OPENTEAM_pentestpresentation","OPENTEAM_pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","1555426","[]","[]","211","2018-12-01 00:38:32","2018-12-01 00:38:32"
"215","4512","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pptx","application/zip","ceph-submission","56253","[]","[]","212","2018-12-01 02:51:48","2018-12-01 02:51:48"
"216","4514","App\\UserSubtaskSubmission","submissions","PenTestReport_Submission","PenTestReport_Submission.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1252423","[]","[]","213","2018-12-01 03:01:23","2018-12-01 03:01:23"
"217","4517","App\\UserSubtaskSubmission","submissions","bhornsbyPenTestLog","bhornsbyPenTestLog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15675","[]","[]","214","2018-12-01 03:20:43","2018-12-01 03:20:43"
"218","4531","App\\UserSubtaskSubmission","submissions","Alburaikan_Fatima_Report","Alburaikan_Fatima_Report.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","2056908","[]","[]","215","2018-12-01 05:47:55","2018-12-01 05:47:55"
"219","4541","App\\UserSubtaskSubmission","submissions","pentestreport_OPENTEAM_FINAL","pentestreport_OPENTEAM_FINAL.pdf","application/pdf","ceph-submission","1900399","[]","[]","216","2018-12-01 11:27:45","2018-12-01 11:27:45"
"220","4548","App\\UserSubtaskSubmission","submissions","OPENTEAM_pentestpresentation","OPENTEAM_pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","1555426","[]","[]","217","2018-12-01 18:00:06","2018-12-01 18:00:06"
"221","4549","App\\UserSubtaskSubmission","submissions","pentestreport_OPENTEAM_FINAL","pentestreport_OPENTEAM_FINAL.pdf","application/pdf","ceph-submission","1898332","[]","[]","218","2018-12-01 18:00:40","2018-12-01 18:00:40"
"222","4611","App\\UserSubtaskSubmission","submissions","Alteneiji_Saeed_Report","Alteneiji_Saeed_Report.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","2026352","[]","[]","219","2018-12-02 03:01:23","2018-12-02 03:01:23"
"223","4612","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pptx","application/zip","ceph-submission","645344","[]","[]","220","2018-12-02 03:05:02","2018-12-02 03:05:02"
"224","4614","App\\UserSubtaskSubmission","submissions","pentestreport_OPENTEAM_FINAL","pentestreport_OPENTEAM_FINAL.pdf","application/pdf","ceph-submission","1898332","[]","[]","221","2018-12-02 03:07:38","2018-12-02 03:07:38"
"225","4615","App\\UserSubtaskSubmission","submissions","OPENTEAM_pentestpresentation","OPENTEAM_pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","1555426","[]","[]","222","2018-12-02 03:07:51","2018-12-02 03:07:51"
"226","4619","App\\UserSubtaskSubmission","submissions","Almazroa_Yazeed_Report","Almazroa_Yazeed_Report.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","2019465","[]","[]","223","2018-12-02 03:28:49","2018-12-02 03:28:49"
"227","4623","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","652772","[]","[]","224","2018-12-02 03:42:36","2018-12-02 03:42:36"
"228","4635","App\\UserSubtaskSubmission","submissions","Group Project Host Vulnerabilities","Group Project Host Vulnerabilities.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14513","[]","[]","225","2018-12-02 04:34:26","2018-12-02 04:34:26"
"229","4637","App\\UserSubtaskSubmission","submissions","Tyman Pen Test Log","Tyman Pen Test Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14098","[]","[]","226","2018-12-02 04:44:33","2018-12-02 04:44:33"
"230","4679","App\\UserSubtaskSubmission","submissions","Report","Report.docx","application/zip","ceph-submission","1436743","[]","[]","227","2018-12-02 08:57:19","2018-12-02 08:57:19"
"231","4708","App\\UserSubtaskSubmission","submissions","NataliePentestlogtemp","NataliePentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","7647","[]","[]","228","2018-12-02 18:49:30","2018-12-02 18:49:30"
"232","4718","App\\UserSubtaskSubmission","submissions","penTestLog","penTestLog.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","ceph-submission","4431","[]","[]","229","2018-12-02 20:39:31","2018-12-02 20:39:31"
"233","4719","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.pdf","application/pdf","ceph-submission","25445","[]","[]","230","2018-12-02 21:08:09","2018-12-02 21:08:09"
"234","4730","App\\UserSubtaskSubmission","submissions","pentestlog-ZZ","pentestlog-ZZ.pdf","application/pdf","ceph-submission","1341735","[]","[]","231","2018-12-02 21:53:39","2018-12-02 21:53:39"
"235","4734","App\\UserSubtaskSubmission","submissions","JacePentestLog","JacePentestLog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1647728","[]","[]","232","2018-12-02 22:05:35","2018-12-02 22:05:35"
"236","4738","App\\UserSubtaskSubmission","submissions","Calebpentestlog","Calebpentestlog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","7192","[]","[]","233","2018-12-02 22:40:59","2018-12-02 22:40:59"
"237","4739","App\\UserSubtaskSubmission","submissions","second_scan_1_host","second_scan_1_host.html","text/html","ceph-submission","102027","[]","[]","234","2018-12-02 22:41:11","2018-12-02 22:41:11"
"238","4740","App\\UserSubtaskSubmission","submissions","nmap_report","nmap_report.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","ceph-submission","27182","[]","[]","235","2018-12-02 22:41:28","2018-12-02 22:41:28"
"239","4741","App\\UserSubtaskSubmission","submissions","penTestLog","penTestLog.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","ceph-submission","4481","[]","[]","236","2018-12-02 22:41:32","2018-12-02 22:41:32"
"240","4742","App\\UserSubtaskSubmission","submissions","first_scan_2_hosts","first_scan_2_hosts.html","text/html","ceph-submission","193669","[]","[]","237","2018-12-02 22:41:42","2018-12-02 22:41:42"
"241","4743","App\\UserSubtaskSubmission","submissions","CalebSchwartzPentestreport","CalebSchwartzPentestreport.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1902328","[]","[]","238","2018-12-02 22:42:09","2018-12-02 22:42:09"
"242","4744","App\\UserSubtaskSubmission","submissions","CalebSchwartzPentestPresentation","CalebSchwartzPentestPresentation.pptx","application/zip","ceph-submission","1499402","[]","[]","239","2018-12-02 22:42:21","2018-12-02 22:42:21"
"243","4752","App\\UserSubtaskSubmission","submissions","pentestlogtemp(1)","pentestlogtemp(1).docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","11510","[]","[]","240","2018-12-02 23:11:09","2018-12-02 23:11:09"
"244","4753","App\\UserSubtaskSubmission","submissions","CSE468 Presentation","CSE468 Presentation.pptx","application/zip","ceph-submission","73132","[]","[]","241","2018-12-02 23:11:23","2018-12-02 23:11:23"
"245","4754","App\\UserSubtaskSubmission","submissions","CSE468_PentestProject","CSE468_PentestProject.pdf","application/pdf","ceph-submission","1090526","[]","[]","242","2018-12-02 23:11:36","2018-12-02 23:11:36"
"246","4758","App\\UserSubtaskSubmission","submissions","Josh Holt log file","Josh Holt log file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","13730","[]","[]","243","2018-12-02 23:30:16","2018-12-02 23:30:16"
"247","4759","App\\UserSubtaskSubmission","submissions","pentestpresentation (1)","pentestpresentation (1).pptx","application/zip","ceph-submission","459818","[]","[]","244","2018-12-02 23:31:50","2018-12-02 23:31:50"
"248","4760","App\\UserSubtaskSubmission","submissions","pentestreporttemp","pentestreporttemp.docx","application/zip","ceph-submission","1022684","[]","[]","245","2018-12-02 23:35:54","2018-12-02 23:35:54"
"249","4765","App\\UserSubtaskSubmission","submissions","MichaelMendiolaLOGS","MichaelMendiolaLOGS.pdf","application/pdf","ceph-submission","28067","[]","[]","246","2018-12-02 23:40:53","2018-12-02 23:40:53"
"250","4767","App\\UserSubtaskSubmission","submissions","pentestlog_PeterLorenzana","pentestlog_PeterLorenzana.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","18917","[]","[]","247","2018-12-02 23:45:22","2018-12-02 23:45:22"
"251","4771","App\\UserSubtaskSubmission","submissions","pentestlogZoe","pentestlogZoe.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","13978","[]","[]","248","2018-12-02 23:55:05","2018-12-02 23:55:05"
"252","4772","App\\UserSubtaskSubmission","submissions","pentest_log","pentest_log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15279","[]","[]","249","2018-12-02 23:59:50","2018-12-02 23:59:50"
"253","4773","App\\UserSubtaskSubmission","submissions","pentest_report_doc","pentest_report_doc.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1013362","[]","[]","250","2018-12-03 00:00:37","2018-12-03 00:00:37"
"254","4774","App\\UserSubtaskSubmission","submissions","pentest_presentation","pentest_presentation.pptx","application/octet-stream","ceph-submission","273914","[]","[]","251","2018-12-03 00:02:18","2018-12-03 00:02:18"
"255","4777","App\\UserSubtaskSubmission","submissions","aalexa16_log_file","aalexa16_log_file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16192","[]","[]","252","2018-12-03 00:09:19","2018-12-03 00:09:19"
"256","4783","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16235","[]","[]","253","2018-12-03 00:25:13","2018-12-03 00:25:13"
"257","4787","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16323","[]","[]","254","2018-12-03 00:31:07","2018-12-03 00:31:07"
"258","4789","App\\UserSubtaskSubmission","submissions","CAITKEN_LOG","CAITKEN_LOG.docx","application/octet-stream","ceph-submission","10584","[]","[]","255","2018-12-03 00:36:35","2018-12-03 00:36:35"
"259","4791","App\\UserSubtaskSubmission","submissions","pentestlogJC","pentestlogJC.pdf","application/pdf","ceph-submission","37213","[]","[]","256","2018-12-03 00:40:00","2018-12-03 00:40:00"
"260","4795","App\\UserSubtaskSubmission","submissions","NataliePentestlogtemp","NataliePentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","7706","[]","[]","257","2018-12-03 00:51:29","2018-12-03 00:51:29"
"261","4796","App\\UserSubtaskSubmission","submissions","CSE468 Presentation","CSE468 Presentation.pptx","application/zip","ceph-submission","73021","[]","[]","258","2018-12-03 00:56:03","2018-12-03 00:56:03"
"262","4798","App\\UserSubtaskSubmission","submissions","CSE468_PentestProject","CSE468_PentestProject.pdf","application/pdf","ceph-submission","1090526","[]","[]","259","2018-12-03 00:56:16","2018-12-03 00:56:16"
"263","4813","App\\UserSubtaskSubmission","submissions","cse468_logfile_crchri11","cse468_logfile_crchri11.pdf","application/pdf","ceph-submission","1248761","[]","[]","260","2018-12-03 01:45:24","2018-12-03 01:45:24"
"264","4815","App\\UserSubtaskSubmission","submissions","aalexa16_log_file","aalexa16_log_file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16321","[]","[]","261","2018-12-03 01:49:39","2018-12-03 01:49:39"
"265","4818","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","13763","[]","[]","262","2018-12-03 02:04:20","2018-12-03 02:04:20"
"266","4819","App\\UserSubtaskSubmission","submissions","Group Presentation Slides","Group Presentation Slides.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","281533","[]","[]","263","2018-12-03 02:06:18","2018-12-03 02:06:18"
"267","4820","App\\UserSubtaskSubmission","submissions","SaadKatrawala_ScriptKiddies_Log","SaadKatrawala_ScriptKiddies_Log.pdf","application/pdf","ceph-submission","65592","[]","[]","264","2018-12-03 02:06:24","2018-12-03 02:06:24"
"268","4821","App\\UserSubtaskSubmission","submissions","Presentation Slides","Presentation Slides.pdf","application/pdf","ceph-submission","188274","[]","[]","265","2018-12-03 02:15:18","2018-12-03 02:15:18"
"269","4822","App\\UserSubtaskSubmission","submissions","PenTest Project Report","PenTest Project Report.docx","application/zip","ceph-submission","1436635","[]","[]","266","2018-12-03 02:18:06","2018-12-03 02:18:06"
"270","4823","App\\UserSubtaskSubmission","submissions","PenTest Project Report","PenTest Project Report.docx","application/zip","ceph-submission","1436636","[]","[]","267","2018-12-03 02:20:21","2018-12-03 02:20:21"
"271","4824","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","112823","[]","[]","268","2018-12-03 02:24:38","2018-12-03 02:24:38"
"272","4825","App\\UserSubtaskSubmission","submissions","aalexa16_log_file","aalexa16_log_file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16321","[]","[]","269","2018-12-03 02:25:05","2018-12-03 02:25:05"
"273","4826","App\\UserSubtaskSubmission","submissions","mjagdale_log_file","mjagdale_log_file.pdf","application/pdf","ceph-submission","145153","[]","[]","270","2018-12-03 02:28:07","2018-12-03 02:28:07"
"274","4827","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","352315","[]","[]","271","2018-12-03 02:31:22","2018-12-03 02:31:22"
"275","4832","App\\UserSubtaskSubmission","submissions","Log file Ru Zhang ","Log file Ru Zhang .pdf","application/pdf","ceph-submission","445817","[]","[]","272","2018-12-03 02:44:28","2018-12-03 02:44:28"
"276","4833","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","631181","[]","[]","273","2018-12-03 02:46:32","2018-12-03 02:46:32"
"277","4834","App\\UserSubtaskSubmission","submissions","CSE486 TeamX Presentation","CSE486 TeamX Presentation.pdf","application/pdf","ceph-submission","396595","[]","[]","274","2018-12-03 02:50:39","2018-12-03 02:50:39"
"278","4835","App\\UserSubtaskSubmission","submissions","Logs","Logs.pdf","application/pdf","ceph-submission","103841","[]","[]","275","2018-12-03 02:51:32","2018-12-03 02:51:32"
"279","4836","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.pdf","application/pdf","ceph-submission","427407","[]","[]","276","2018-12-03 02:53:33","2018-12-03 02:53:33"
"280","4837","App\\UserSubtaskSubmission","submissions","PenTest Project Report","PenTest Project Report.pdf","application/pdf","ceph-submission","994240","[]","[]","277","2018-12-03 02:53:45","2018-12-03 02:53:45"
"281","4838","App\\UserSubtaskSubmission","submissions","Pen Test Report","Pen Test Report.pdf","application/pdf","ceph-submission","511223","[]","[]","278","2018-12-03 02:53:46","2018-12-03 02:53:46"
"282","4839","App\\UserSubtaskSubmission","submissions","Presentation Slides","Presentation Slides.pdf","application/pdf","ceph-submission","188274","[]","[]","279","2018-12-03 02:55:13","2018-12-03 02:55:13"
"283","4841","App\\UserSubtaskSubmission","submissions","ncortes2_logg","ncortes2_logg.docx","application/octet-stream","ceph-submission","10182","[]","[]","280","2018-12-03 03:00:00","2018-12-03 03:00:00"
"284","4842","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","944020","[]","[]","281","2018-12-03 03:00:44","2018-12-03 03:00:44"
"285","4843","App\\UserSubtaskSubmission","submissions","TeamX Pentest Report-compressed","TeamX Pentest Report-compressed.pdf","application/pdf","ceph-submission","319558","[]","[]","282","2018-12-03 03:04:51","2018-12-03 03:04:51"
"286","4844","App\\UserSubtaskSubmission","submissions","pentestreporttemp","pentestreporttemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","142033","[]","[]","283","2018-12-03 03:06:12","2018-12-03 03:06:12"
"287","4845","App\\UserSubtaskSubmission","submissions","cse468_Jingyi_Li_Pentestlogtemp","cse468_Jingyi_Li_Pentestlogtemp.pdf","application/pdf","ceph-submission","54446","[]","[]","284","2018-12-03 03:07:49","2018-12-03 03:07:49"
